original.id,Protein,KO.number,uniprot.gene.id,gene.id,gene.name
tr|Q481B5|Q481B5_COLP3,Q481B5,K02003,CPS_2640,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q47U45|Q47U45_COLP3,Q47U45,K02003,CPS_5040,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q47YE0|Q47YE0_COLP3,Q47YE0,K02003,CPS_3506,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q484H2|Q484H2_COLP3,Q484H2,K02003,CPS_1813,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q482I8|Q482I8_COLP3,Q482I8,K02003,CPS_2309,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q47V27|Q47V27_COLP3,Q47V27,K02003,CPS_4701,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q489E1|Q489E1_COLP3,Q489E1,K02003,CPS_0573,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q481M6|Q481M6_COLP3,Q481M6,K02003,CPS_2527,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q488J0|Q488J0_COLP3,Q488J0,K02003,CPS_0775,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q483C2|Q483C2_COLP3,Q483C2,K02003,CPS_2119,ABC.CD.A, putative ABC transport system ATP-binding protein
tr|Q47U44|Q47U44_COLP3,Q47U44,K02004,CPS_5041,ABC.CD.P, putative ABC transport system permease protein
tr|Q489D9|Q489D9_COLP3,Q489D9,K02004,CPS_0575,ABC.CD.P, putative ABC transport system permease protein
tr|Q481M7|Q481M7_COLP3,Q481M7,K02004,CPS_2526,ABC.CD.P, putative ABC transport system permease protein
tr|Q484H3|Q484H3_COLP3,Q484H3,K02004,CPS_1812,ABC.CD.P, putative ABC transport system permease protein
tr|Q47YE1|Q47YE1_COLP3,Q47YE1,K02004,CPS_3505,ABC.CD.P, putative ABC transport system permease protein
tr|Q47V28|Q47V28_COLP3,Q47V28,K02004,CPS_4700,ABC.CD.P, putative ABC transport system permease protein
tr|Q482I7|Q482I7_COLP3,Q482I7,K02004,CPS_2310,ABC.CD.P, putative ABC transport system permease protein
tr|Q481B4|Q481B4_COLP3,Q481B4,K02004,CPS_2641,ABC.CD.P, putative ABC transport system permease protein
tr|Q489E0|Q489E0_COLP3,Q489E0,K02004,CPS_0574,ABC.CD.P, putative ABC transport system permease protein
tr|Q47V26|Q47V26_COLP3,Q47V26,K02005,CPS_4702,ABC.CD.TX, HlyD family secretion protein
tr|Q47VV8|Q47VV8_COLP3,Q47VV8,K02005,CPS_4415,ABC.CD.TX, HlyD family secretion protein
tr|Q483C3|Q483C3_COLP3,Q483C3,K02005,CPS_2118,ABC.CD.TX, HlyD family secretion protein
tr|Q47YD9|Q47YD9_COLP3,Q47YD9,K02005,CPS_3507,ABC.CD.TX, HlyD family secretion protein
tr|Q489E2|Q489E2_COLP3,Q489E2,K02005,CPS_0572,ABC.CD.TX, HlyD family secretion protein
tr|Q488J1|Q488J1_COLP3,Q488J1,K02005,CPS_0774,ABC.CD.TX, HlyD family secretion protein
tr|Q486V6|Q486V6_COLP3,Q486V6,K02013,CPS_1166,ABC.FEV.A, iron complex transport system ATP-binding protein [EC:7.2.2.-]
tr|Q486V7|Q486V7_COLP3,Q486V7,K02015,CPS_1165,ABC.FEV.P, iron complex transport system permease protein
tr|Q482R0|Q482R0_COLP3,Q482R0,K02030,CPS_2232,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q481S9|Q481S9_COLP3,Q481S9,K02030,CPS_2474,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q47Y64|Q47Y64_COLP3,Q47Y64,K02030,CPS_3588,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q486J5|Q486J5_COLP3,Q486J5,K02030,CPS_1277,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q47XG8|Q47XG8_COLP3,Q47XG8,K02030,CPS_3840,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q47UM4|Q47UM4_COLP3,Q47UM4,K02030,CPS_4859,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q47XC9|Q47XC9_COLP3,Q47XC9,K02030,CPS_3879,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q480L4|Q480L4_COLP3,Q480L4,K02030,CPS_2793,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q481T2|Q481T2_COLP3,Q481T2,K02030,CPS_2470,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q482R1|Q482R1_COLP3,Q482R1,K02030,CPS_2231,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q484T6|Q484T6_COLP3,Q484T6,K02030,CPS_1691,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q47V80|Q47V80_COLP3,Q47V80,K02030,CPS_4645,ABC.PA.S, polar amino acid transport system substrate-binding protein
tr|Q483V7|Q483V7_COLP3,Q483V7,K02050,CPS_1929,ABC.SN.P, NitT/TauT family transport system permease protein
tr|Q483V8|Q483V8_COLP3,Q483V8,K02051,CPS_1928,ABC.SN.S, NitT/TauT family transport system substrate-binding protein
tr|Q47WS4|Q47WS4_COLP3,Q47WS4,K02069,CPS_4093,ABC.X2.P, putative ABC transport system permease protein
tr|Q47ZT9|Q47ZT9_COLP3,Q47ZT9,K06147,CPS_2980,ABCB-BAC," ATP-binding cassette, subfamily B, bacterial"
tr|Q48A62|Q48A62_COLP3,Q48A62,K06147,CPS_0285,ABCB-BAC," ATP-binding cassette, subfamily B, bacterial"
tr|Q489S3|Q489S3_COLP3,Q489S3,K06158,CPS_0433,ABCF3," ATP-binding cassette, subfamily F, member 3"
tr|Q488U8|Q488U8_COLP3,Q488U8,K00249,CPS_0666,ACADM, acyl-CoA dehydrogenase [EC:1.3.8.7]
tr|Q481C9|Q481C9_COLP3,Q481C9,K00626,CPS_2626,ACAT, acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
tr|Q485B8|Q485B8_COLP3,Q485B8,K00626,CPS_1605,ACAT, acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
sp|Q485F2|ACCA_COLP3,Q485F2,K01962,accA,accA, acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
tr|Q487R9|Q487R9_COLP3,Q487R9,K02160,accB,accB, acetyl-CoA carboxylase biotin carboxyl carrier protein
tr|Q487S0|Q487S0_COLP3,Q487S0,K01961,accC,accC," acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]"
sp|Q47XK5|ACCD_COLP3,Q47XK5,K01963,accD,accD, acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
tr|Q485D8|Q485D8_COLP3,Q485D8,K01283,CPS_1585,ACE, peptidyl-dipeptidase A [EC:3.4.15.1]
tr|Q486P4|Q486P4_COLP3,Q486P4,K01638,glcB,aceB, malate synthase [EC:2.3.3.9]
tr|Q47UK9|Q47UK9_COLP3,Q47UK9,K01638,glcB,aceB, malate synthase [EC:2.3.3.9]
tr|Q47US5|Q47US5_COLP3,Q47US5,K00163,aceE,aceE, pyruvate dehydrogenase E1 component [EC:1.2.4.1]
sp|Q487A4|ACEK_COLP3,Q487A4,K00906,aceK,aceK, isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]
tr|Q47Z98|Q47Z98_COLP3,Q47Z98,K00925,ackA,ackA, acetate kinase [EC:2.7.2.1]
tr|Q47UT3|Q47UT3_COLP3,Q47UT3,K01682,acnB,acnB, aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
tr|Q47UT1|Q47UT1_COLP3,Q47UT1,K01682,CPS_4802,acnB, aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
tr|Q480I7|Q480I7_COLP3,Q480I7,K20455,CPS_2820,acnD, 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]
tr|Q47ZM0|Q47ZM0_COLP3,Q47ZM0,K21416,acoA,acoA," acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]"
tr|Q47ZM1|Q47ZM1_COLP3,Q47ZM1,K21417,acoB,acoB," acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]"
tr|Q47ZM3|Q47ZM3_COLP3,Q47ZM3,K21405,acoR,acoR," sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR"
tr|Q47X25|Q47X25_COLP3,Q47X25,K14379,CPS_3987,ACP5, tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
sp|Q484U8|AZOR1_COLP3,Q484U8,K01118,azoR1,acpD, FMN-dependent NADH-azoreductase [EC:1.7.1.17]
sp|Q47ZU7|AZOR2_COLP3,Q47ZU7,K01118,azoR2,acpD, FMN-dependent NADH-azoreductase [EC:1.7.1.17]
sp|Q482J9|ACP_COLP3,Q482J9,K02078,acpP,acpP, acyl carrier protein
tr|Q480N5|Q480N5_COLP3,Q480N5,K02078,CPS_2772,acpP, acyl carrier protein
tr|Q47YK3|Q47YK3_COLP3,Q47YK3,K03325,CPS_3442,ACR3, arsenite transporter
tr|Q486B6|Q486B6_COLP3,Q486B6,K03585,CPS_1356,acrA," membrane fusion protein, multidrug efflux system"
tr|Q47X85|Q47X85_COLP3,Q47X85,K03585,CPS_3927,acrA," membrane fusion protein, multidrug efflux system"
tr|Q48A58|Q48A58_COLP3,Q48A58,K03585,CPS_0289,acrA," membrane fusion protein, multidrug efflux system"
tr|Q485I7|Q485I7_COLP3,Q485I7,K03585,CPS_1536,acrA," membrane fusion protein, multidrug efflux system"
tr|Q48A59|Q48A59_COLP3,Q48A59,K18138,CPS_0288,acrB, multidrug efflux pump
tr|Q486B7|Q486B7_COLP3,Q486B7,K18138,CPS_1355,acrB, multidrug efflux pump
tr|Q47X86|Q47X86_COLP3,Q47X86,K18138,CPS_3926,acrB, multidrug efflux pump
tr|Q47YL8|Q47YL8_COLP3,Q47YL8,K01897,fadD2,ACSL, long-chain acyl-CoA synthetase [EC:6.2.1.3]
tr|Q486T3|Q486T3_COLP3,Q486T3,K01897,fadD1,ACSL, long-chain acyl-CoA synthetase [EC:6.2.1.3]
tr|Q47YM9|Q47YM9_COLP3,Q47YM9,K01897,CPS_3416,ACSL, long-chain acyl-CoA synthetase [EC:6.2.1.3]
tr|Q488T9|Q488T9_COLP3,Q488T9,K01897,CPS_0675,ACSL, long-chain acyl-CoA synthetase [EC:6.2.1.3]
tr|Q47X57|Q47X57_COLP3,Q47X57,K01895,acs,ACSS1_2, acetyl-CoA synthetase [EC:6.2.1.1]
tr|Q487U9|Q487U9_COLP3,Q487U9,K01908,CPS_0917,ACSS3, propionyl-CoA synthetase [EC:6.2.1.17]
tr|Q47UD2|Q47UD2_COLP3,Q47UD2,K14393,CPS_4952,actP, cation/acetate symporter
tr|Q47UK6|Q47UK6_COLP3,Q47UK6,K04767,CPS_4877,acuB, acetoin utilization protein AcuB
tr|Q47UY0|Q47UY0_COLP3,Q47UY0,K19745,CPS_4748,acuI, acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
sp|Q482P4|ACYP_COLP3,Q482P4,K01512,acyP,acyP, acylphosphatase [EC:3.6.1.7]
tr|Q47YU1|Q47YU1_COLP3,Q47YU1,K10778,CPS_3353,ada," AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]"
tr|Q483Q7|Q483Q7_COLP3,Q483Q7,K01488,add2,add, adenosine deaminase [EC:3.5.4.4]
tr|Q486B3|Q486B3_COLP3,Q486B3,K21053,add1,ade, adenine deaminase [EC:3.5.4.2]
tr|Q47XF5|Q47XF5_COLP3,Q47XF5,K13953,CPS_3853,adhP," alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
sp|Q47XA8|KAD_COLP3,Q47XA8,K00939,hslO,adk, adenylate kinase [EC:2.7.4.3]
tr|Q486B4|Q486B4_COLP3,Q486B4,K19736,CPS_1358,aefR," TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"
tr|Q487S5|Q487S5_COLP3,Q487S5,K01066,CPS_0941,aes, acetyl esterase [EC:3.1.1.-]
tr|Q487K4|Q487K4_COLP3,Q487K4,K02012,CPS_1012,afuA, iron(III) transport system substrate-binding protein
tr|Q487K3|Q487K3_COLP3,Q487K3,K02011,CPS_1013,afuB, iron(III) transport system permease protein
tr|Q487K2|Q487K2_COLP3,Q487K2,K02010,CPS_1014,afuC, iron(III) transport system ATP-binding protein [EC:7.2.2.7]
tr|Q487N3|Q487N3_COLP3,Q487N3,K18820,CPS_0983,agd31B, oligosaccharide 4-alpha-D-glucosyltransferase [EC:2.4.1.161]
tr|Q482V2|Q482V2_COLP3,Q482V2,K00830,CPS_2190,AGXT, alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
tr|Q47UK5|Q47UK5_COLP3,Q47UK5,K00830,CPS_4878,AGXT, alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
tr|Q47WE5|Q47WE5_COLP3,Q47WE5,K22226,CPS_4227,ahbC, Fe-coproporphyrin III synthase
tr|Q47V11|Q47V11_COLP3,Q47V11,K24119,ahpC,ahpC, NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]
tr|Q482X6|Q482X6_COLP3,Q482X6,K04756,CPS_2166,ahpD, lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]
tr|Q47V12|Q47V12_COLP3,Q47V12,K03387,ahpF,ahpF, NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]
tr|Q47UJ8|Q47UJ8_COLP3,Q47UJ8,K19244,CPS_4886,ala, alanine dehydrogenase [EC:1.4.1.1]
tr|Q47Z48|Q47Z48_COLP3,Q47Z48,K14260,CPS_3232,alaA, alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
tr|Q47UL5|Q47UL5_COLP3,Q47UL5,K01477,alc,alc, allantoicase [EC:3.5.3.4]
tr|Q480P6|Q480P6_COLP3,Q480P6,K00259,ald,ald, alanine dehydrogenase [EC:1.4.1.1]
tr|Q484A0|Q484A0_COLP3,Q484A0,K00138,CPS_1885,aldB, aldehyde dehydrogenase [EC:1.2.1.-]
tr|Q485S2|Q485S2_COLP3,Q485S2,K13877,aldH,aldH," 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
tr|Q489W9|Q489W9_COLP3,Q489W9,K00128,CPS_0387,ALDH, aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
tr|Q47V59|Q47V59_COLP3,Q47V59,K00128,CPS_4669,ALDH, aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
sp|Q486M0|Y1252_COLP3,Q486M0,K07735,CPS_1252,algH, putative transcriptional regulator
tr|Q47UL2|Q47UL2_COLP3,Q47UL2,K01483,allA,allA, ureidoglycolate lyase [EC:4.3.2.3]
tr|Q47UL6|Q47UL6_COLP3,Q47UL6,K01466,CPS_4867,allB, allantoinase [EC:3.5.2.5]
tr|Q483L9|Q483L9_COLP3,Q483L9,K07733,CPS_2017,alpA, prophage regulatory protein
tr|Q47ZW9|Q47ZW9_COLP3,Q47ZW9,K07733,CPS_2950,alpA, prophage regulatory protein
tr|Q47ZX1|Q47ZX1_COLP3,Q47ZX1,K07733,CPS_2948,alpA, prophage regulatory protein
tr|Q480D2|Q480D2_COLP3,Q480D2,K01775,alr,alr, alanine racemase [EC:5.1.1.1]
tr|Q48A25|Q48A25_COLP3,Q48A25,K01448,amiB,amiABC, N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
tr|Q485V8|Q485V8_COLP3,Q485V8,K01467,CPS_1414,ampC, beta-lactamase class C [EC:3.5.2.6]
tr|Q47US2|Q47US2_COLP3,Q47US2,K03806,ampD,ampD, N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
tr|Q47US3|Q47US3_COLP3,Q47US3,K03807,CPS_4810,ampE, AmpE protein
tr|Q488Q8|Q488Q8_COLP3,Q488Q8,K08218,CPS_0706,ampG," MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG"
tr|Q488X2|Q488X2_COLP3,Q488X2,K03320,CPS_0642,amt," ammonium transporter, Amt family"
tr|Q47X17|Q47X17_COLP3,Q47X17,K03320,amt,amt," ammonium transporter, Amt family"
tr|Q47YS4|Q47YS4_COLP3,Q47YS4,K01176,CPS_3370,AMY, alpha-amylase [EC:3.2.1.1]
sp|Q47V03|ANMK_COLP3,Q47V03,K09001,anmK,anmK, anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
sp|Q47VJ7|APAH_COLP3,Q47VJ7,K01525,apaH,apaH, bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
tr|Q480M0|Q480M0_COLP3,Q480M0,K03734,CPS_2787,apbE, FAD:protein FMN transferase [EC:2.7.1.180]
tr|Q487D5|Q487D5_COLP3,Q487D5,K03734,apbE,apbE, FAD:protein FMN transferase [EC:2.7.1.180]
tr|Q482W9|Q482W9_COLP3,Q482W9,K03098,blc,APOD, apolipoprotein D and lipocalin family protein
sp|Q47XQ8|APT_COLP3,Q47XQ8,K00759,apt,APRT, adenine phosphoribosyltransferase [EC:2.4.2.7]
tr|Q488L1|Q488L1_COLP3,Q488L1,K17734,CPS_0754,aprX, serine protease AprX [EC:3.4.21.-]
tr|Q47WR8|Q47WR8_COLP3,Q47WR8,K06188,aqpZ,aqpZ, aquaporin Z
tr|Q47VM8|Q47VM8_COLP3,Q47VM8,K07773,arcA,arcA," two-component system, OmpR family, aerobic respiration control protein ArcA"
tr|Q47X15|Q47X15_COLP3,Q47X15,K09890,CPS_3997,arfA, alternative ribosome-rescue factor
tr|Q47X76|Q47X76_COLP3,Q47X76,K22479,CPS_3936,argA, N-acetyltransferase
tr|Q489P1|Q489P1_COLP3,Q489P1,K14682,argA,argAB, amino-acid N-acetyltransferase [EC:2.3.1.1]
sp|Q489P5|ARGB_COLP3,Q489P5,K00930,argB,argB, acetylglutamate kinase [EC:2.7.2.8]
tr|Q489P6|Q489P6_COLP3,Q489P6,K00145,argC,argC, N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
tr|Q488X8|Q488X8_COLP3,Q488X8,K00821,argD,argD, acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
tr|Q489P7|Q489P7_COLP3,Q489P7,K01438,argE1,argE, acetylornithine deacetylase [EC:3.5.1.16]
tr|Q483J4|Q483J4_COLP3,Q483J4,K01438,argE2,argE, acetylornithine deacetylase [EC:3.5.1.16]
sp|Q489P3|ASSY_COLP3,Q489P3,K01940,argG,argG, argininosuccinate synthase [EC:6.3.4.5]
tr|Q489P2|Q489P2_COLP3,Q489P2,K14681,argHA,argHA, argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]
sp|Q486G0|ARGJ_COLP3,Q486G0,K00620,argJ,argJ, glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
tr|Q488R7|Q488R7_COLP3,Q488R7,K03402,argR,argR, transcriptional regulator of arginine metabolism
sp|Q47VK9|ARGR_COLP3,Q47VK9,K03402,argR,argR, transcriptional regulator of arginine metabolism
sp|Q482G5|AROA_COLP3,Q482G5,K00800,aroA,aroA, 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
sp|Q489N3|AROB_COLP3,Q489N3,K01735,aroB,aroB, 3-dehydroquinate synthase [EC:4.2.3.4]
sp|Q47ZC3|AROC_COLP3,Q47ZC3,K01736,aroC,aroC, chorismate synthase [EC:4.2.3.5]
sp|Q48AV5|AROE_COLP3,Q48AV5,K00014,aroE,aroE, shikimate dehydrogenase [EC:1.1.1.25]
sp|Q489N4|AROK_COLP3,Q489N4,K00891,aroK,aroK, shikimate kinase [EC:2.7.1.71]
sp|Q487R8|AROQ_COLP3,Q487R8,K03786,aroQ,aroQ, 3-dehydroquinate dehydratase II [EC:4.2.1.10]
tr|Q47Z83|Q47Z83_COLP3,Q47Z83,K00537,arsC,arsC, arsenate reductase (glutaredoxin) [EC:1.20.4.1]
tr|Q47YT6|Q47YT6_COLP3,Q47YT6,K23988,CPS_3358,arsR-arsC," ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]"
tr|Q47XK2|Q47XK2_COLP3,Q47XK2,K00133,asd,asd, aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
tr|Q489C7|Q489C7_COLP3,Q489C7,K01953,CPS_0587,asnB, asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
tr|Q47ZZ8|Q47ZZ8_COLP3,Q47ZZ8,K01953,CPS_2921,asnB, asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
tr|Q47U84|Q47U84_COLP3,Q47U84,K01953,CPS_5000,asnB, asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
tr|Q480L3|Q480L3_COLP3,Q480L3,K01953,asnB,asnB, asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
tr|Q483I7|Q483I7_COLP3,Q483I7,K01744,aspA,aspA, aspartate ammonia-lyase [EC:4.3.1.1]
tr|Q47US1|Q47US1_COLP3,Q47US1,K06985,CPS_4812,CPS_4813,aspartyl protease family protein
tr|Q47YQ5|Q47YQ5_COLP3,Q47YQ5,K00813,CPS_3390,aspC, aspartate aminotransferase [EC:2.6.1.1]
tr|Q47UB4|Q47UB4_COLP3,Q47UB4,K00813,aspC,aspC, aspartate aminotransferase [EC:2.6.1.1]
sp|Q483C7|SYDND_COLP3,Q483C7,K01876,cysS,aspS, aspartyl-tRNA synthetase [EC:6.1.1.12]
tr|Q47V06|Q47V06_COLP3,Q47V06,K13051,CPS_4722,ASRGL1, L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]
tr|Q488X9|Q488X9_COLP3,Q488X9,K00673,astA,astA, arginine N-succinyltransferase [EC:2.3.1.109]
sp|Q488Y0|ASTD_COLP3,Q488Y0,K06447,astD,astD, succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
tr|Q488Y1|Q488Y1_COLP3,Q488Y1,K05526,astE,astE, succinylglutamate desuccinylase [EC:3.5.1.96]
sp|Q48AW6|ATP6_COLP3,Q48AW6,K02108,atpB,ATPF0A, F-type H+-transporting ATPase subunit a
sp|Q48AW4|ATPF_COLP3,Q48AW4,K02109,atpF,ATPF0B, F-type H+-transporting ATPase subunit b
tr|Q48AW5|Q48AW5_COLP3,Q48AW5,K02110,atpE,ATPF0C, F-type H+-transporting ATPase subunit c
sp|Q48AW2|ATPA_COLP3,Q48AW2,K02111,atpA,ATPF1A, F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
sp|Q48AW0|ATPB_COLP3,Q48AW0,K02112,atpD,ATPF1B, F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
sp|Q48AW3|ATPD_COLP3,Q48AW3,K02113,atpH,ATPF1D, F-type H+-transporting ATPase subunit delta
sp|Q48AV9|ATPE_COLP3,Q48AV9,K02114,atpC,ATPF1E, F-type H+-transporting ATPase subunit epsilon
sp|Q48AW1|ATPG_COLP3,Q48AW1,K02115,atpG,ATPF1G, F-type H+-transporting ATPase subunit gamma
tr|Q48AX8|Q48AX8_COLP3,Q48AX8,K02116,atpI,atpI, ATP synthase protein I
tr|Q48AQ5|Q48AQ5_COLP3,Q48AQ5,K03206,CPS_0090,azr, azobenzene reductase [EC:1.7.1.6]
sp|Q47W31|UPPP_COLP3,Q47W31,K06153,uppP,bacA, undecaprenyl-diphosphatase [EC:3.6.1.27]
tr|Q47YY9|Q47YY9_COLP3,Q47YY9,K07664,baeR,baeR," two-component system, OmpR family, response regulator BaeR"
tr|Q47YZ0|Q47YZ0_COLP3,Q47YZ0,K07642,baeS,baeS," two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]"
tr|Q47WC3|Q47WC3_COLP3,Q47WC3,K17713,bamB,bamB, outer membrane protein assembly factor BamB
tr|Q47Z92|Q47Z92_COLP3,Q47Z92,K07287,CPS_3182,bamC, outer membrane protein assembly factor BamC
tr|Q47X96|Q47X96_COLP3,Q47X96,K05807,bamD,bamD, outer membrane protein assembly factor BamD
tr|Q47XI1|Q47XI1_COLP3,Q47XI1,K06186,bamE,bamE, outer membrane protein assembly factor BamE
tr|Q47WQ0|Q47WQ0_COLP3,Q47WQ0,K07678,CPS_4117,barA," two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
tr|Q47V62|Q47V62_COLP3,Q47V62,K21699,CPS_4666,bauR," LysR family transcriptional regulator, transcriptional activator for bauABCD operon"
